39, 13, Never-married, Adm-clerical, Not-in-family, White, 0, 40, United-States, <=50K
42,9, Married-civ-spouse, Adm-clerical, Wife, White,0,35, United-States, <=50K
26,5, Married-civ-spouse, Craft-repair, Husband, White,0,40, Portugal, <=50K
36,6, Married-civ-spouse, Other-service, Wife, White,0,24, United-States, <=50K
62,14, Married-civ-spouse, Prof-specialty, Husband, White,0,40, United-States, >50K
43,13, Married-civ-spouse, Transport-moving, Husband, White,0,45, United-States, <=50K
43,13, Divorced, Exec-managerial, Not-in-family, White,1564,45, United-States, >50K
22,9, Married-spouse-absent, Sales, Not-in-family, White,0,55, United-States, <=50K
28,9, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, <=50K
56,10, Married-civ-spouse, Sales, Husband, White,0,45, United-States, <=50K
22,12, Never-married, Sales, Not-in-family, White,0,15, United-States, <=50K
57,13, Divorced, Exec-managerial, Not-in-family, White,0,45, United-States, >50K
39,9, Divorced, Sales, Unmarried, White,0,40, United-States, <=50K
26,10, Never-married, Adm-clerical, Unmarried, White,0,15, United-States, <=50K
17,7, Never-married, Other-service, Own-child, White,0,10, United-States, <=50K
40,11, Married-civ-spouse, Machine-op-inspct, Husband, White,0,38, United-States, >50K
45,9, Married-civ-spouse, Machine-op-inspct, Husband, Black,0,40, United-States, <=50K
44,9, Never-married, Craft-repair, Not-in-family, Black,0,40, United-States, <=50K
20,10, Never-married, Adm-clerical, Own-child, White,0,10, United-States, <=50K
33,9, Married-civ-spouse, Craft-repair, Wife, White,0,40, United-States, <=50K
23,10, Never-married, Sales, Not-in-family, White,0,40, United-States, <=50K
46,14, Divorced, Exec-managerial, Not-in-family, White,0,30, United-States, <=50K
38,9, Married-civ-spouse, Sales, Husband, White,0,50, United-States, <=50K
54,9, Divorced, Transport-moving, Not-in-family, White,0,40, United-States, <=50K
46,3, Divorced, Craft-repair, Not-in-family, White,2339,45, United-States, <=50K
25,10, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, <=50K
46,10, Divorced, Sales, Not-in-family, White,0,40, United-States, <=50K
36,10, Married-civ-spouse, Transport-moving, Wife, White,0,40, United-States, <=50K
23,9, Never-married, Other-service, Not-in-family, White,0,25, United-States, <=50K
29,9, Separated, Machine-op-inspct, Not-in-family, White,0,40, United-States, <=50K
44,10, Married-civ-spouse, Adm-clerical, Wife, White,2415,6, United-States, >50K
19,10, Never-married, Adm-clerical, Own-child, White,0,16, United-States, <=50K
19,9, Never-married, Other-service, Other-relative, White,0,40, United-States, <=50K
35,9, Married-civ-spouse, Other-service, Wife, White,0,40, United-States, >50K
27,13, Never-married, Craft-repair, Not-in-family, White,0,50, United-States, <=50K
46,12, Separated, Craft-repair, Not-in-family, White,0,40, United-States, <=50K
34,13, Married-civ-spouse, Exec-managerial, Husband, White,0,45, ?, >50K
34,9, Never-married, Other-service, Not-in-family, White,0,35, United-States, <=50K
44,10, Married-civ-spouse, Tech-support, Husband, White,0,40, United-States, <=50K
45,10, Divorced, Handlers-cleaners, Unmarried, White,0,40, United-States, <=50K
20,9, Never-married, ?, Other-relative, White,0,35, United-States, <=50K
25,13, Married-civ-spouse, Exec-managerial, Husband, White,0,55, United-States, >50K
52,13, Married-civ-spouse, Exec-managerial, Husband, White,0,50, United-States, >50K
20,10, Never-married, Handlers-cleaners, Own-child, White,0,40, United-States, <=50K
28,10, Never-married, Other-service, Not-in-family, White,0,40, United-States, <=50K
50,13, Married-civ-spouse, Protective-serv, Husband, White,0,40, United-States, >50K
34,11, Divorced, Tech-support, Not-in-family, White,0,64, United-States, <=50K
28,4, Married-civ-spouse, Handlers-cleaners, Husband, Other,2179,40, Puerto-Rico, <=50K
41,14, Married-civ-spouse, Exec-managerial, Husband, White,1977,65, United-States, >50K
28,9, Married-civ-spouse, Adm-clerical, Husband, White,0,40, United-States, <=50K
46,9, Married-civ-spouse, Craft-repair, Husband, White,0,25, United-States, <=50K
28,10, Married-civ-spouse, ?, Wife, White,1887,40, United-States, >50K
32,10, Married-civ-spouse, Exec-managerial, Husband, White,0,50, United-States, <=50K
41,10, Divorced, Other-service, Not-in-family, Black,0,24, United-States, <=50K
24,9, Never-married, Handlers-cleaners, Unmarried, Black,0,40, United-States, <=50K
33,10, Divorced, Exec-managerial, Unmarried, White,0,40, United-States, <=50K
46,16, Married-civ-spouse, Exec-managerial, Husband, White,0,60, United-States, >50K
31,10, Married-civ-spouse, Machine-op-inspct, Husband, White,0,40, United-States, <=50K
35,8, Divorced, Craft-repair, Not-in-family, White,0,50, United-States, >50K
52,2, Married-civ-spouse, Machine-op-inspct, Husband, White,0,40, Mexico, <=50K
30,7, Never-married, Other-service, Own-child, White,0,19, United-States, <=50K
34,7, Separated, Machine-op-inspct, Not-in-family, Black,0,40, United-States, <=50K
34,9, Divorced, Transport-moving, Unmarried, White,0,40, United-States, <=50K
20,10, Married-civ-spouse, Sales, Husband, White,0,30, United-States, <=50K
17,7, Never-married, Handlers-cleaners, Own-child, White,0,18, United-States, <=50K
32,13, Married-civ-spouse, Exec-managerial, Wife, White,0,40, United-States, >50K
29,9, Divorced, Farming-fishing, Not-in-family, White,0,40, United-States, <=50K
33,6, Never-married, Craft-repair, Unmarried, White,0,35, United-States, <=50K
25,9, Married-civ-spouse, Transport-moving, Husband, White,0,60, United-States, <=50K
36,14, Never-married, Prof-specialty, Not-in-family, White,1408,40, United-States, <=50K
23,9, Never-married, Handlers-cleaners, Not-in-family, White,0,72, Dominican-Republic, <=50K
63,9, Married-civ-spouse, Exec-managerial, Husband, White,0,40, United-States, >50K
47,14, Married-civ-spouse, Prof-specialty, Husband, White,0,40, United-States, <=50K
80,9, Widowed, ?, Not-in-family, White,0,24, United-States, <=50K
17,7, Never-married, ?, Own-child, White,0,40, United-States, <=50K
40,13, Married-spouse-absent, Prof-specialty, Not-in-family, White,0,40, United-States, <=50K
30,12, Married-civ-spouse, Other-service, Wife, White,0,25, United-States, >50K
27,10, Never-married, Craft-repair, Own-child, Asian-Pac-Islander,1980,40, Philippines, <=50K
33,14, Married-civ-spouse, Prof-specialty, Husband, White,0,50, United-States, >50K
34,9, Never-married, Farming-fishing, Not-in-family, Black,0,60, United-States, <=50K
34,10, Never-married, Protective-serv, Not-in-family, White,0,40, United-States, <=50K
23,10, Married-civ-spouse, Adm-clerical, Husband, White,0,40, United-States, <=50K
42,10, Married-civ-spouse, Adm-clerical, Wife, White,0,40, United-States, <=50K
29,13, Never-married, Prof-specialty, Not-in-family, White,0,40, United-States, <=50K
45,9, Divorced, Adm-clerical, Not-in-family, White,0,28, United-States, <=50K
24,9, Never-married, Armed-Forces, Own-child, White,0,40, United-States, <=50K
44,10, Married-civ-spouse, Prof-specialty, Husband, White,0,40, United-States, >50K
27,5, Never-married, Craft-repair, Other-relative, White,0,40, Mexico, <=50K
20,10, Never-married, Sales, Not-in-family, White,0,35, United-States, <=50K
44,9, Widowed, Exec-managerial, Unmarried, Black,0,40, United-States, <=50K
51,9, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo,0,40, United-States, <=50K
20,9, Married-civ-spouse, Machine-op-inspct, Husband, White,0,40, United-States, <=50K
17,7, Never-married, ?, Own-child, White,0,5, United-States, <=50K
19,9, Never-married, Machine-op-inspct, Own-child, Black,0,40, United-States, <=50K
45,10, Married-civ-spouse, Craft-repair, Husband, White,0,55, United-States, >50K
60,9, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, >50K
42,12, Married-civ-spouse, Exec-managerial, Husband, Black,0,40, ?, >50K
44,9, Married-civ-spouse, Sales, Wife, White,0,40, United-States, >50K
40,11, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander,0,40, United-States, >50K
30,9, Married-civ-spouse, Exec-managerial, Wife, White,0,40, United-States, <=50K
38,10, Married-civ-spouse, Transport-moving, Husband, Black,0,50, United-States, <=50K
23,9, Married-civ-spouse, Transport-moving, Husband, White,0,60, United-States, <=50K
32,10, Married-civ-spouse, ?, Husband, White,0,40, United-States, <=50K
44,12, Never-married, Farming-fishing, Own-child, White,0,40, United-States, <=50K
54,9, Married-civ-spouse, Transport-moving, Husband, Black,0,40, United-States, <=50K
32,13, Married-civ-spouse, Prof-specialty, Husband, White,0,50, United-States, <=50K
50,2, Married-spouse-absent, Craft-repair, Unmarried, White,0,40, United-States, <=50K
24,13, Never-married, Tech-support, Not-in-family, White,0,20, United-States, <=50K
37,9, Married-civ-spouse, Adm-clerical, Wife, White,0,60, United-States, <=50K
52,9, Divorced, Transport-moving, Unmarried, White,0,40, United-States, <=50K
38,10, Married-civ-spouse, Transport-moving, Husband, White,0,40, United-States, <=50K
49,14, Married-civ-spouse, Exec-managerial, Husband, White,1977,45, United-States, >50K
30,13, Married-civ-spouse, Tech-support, Wife, White,0,16, United-States, >50K
60,10, Never-married, Prof-specialty, Unmarried, White,0,40, United-States, >50K
22,10, Never-married, ?, Own-child, White,0,40, United-States, <=50K
35,9, Never-married, Craft-repair, Not-in-family, White,0,40, United-States, <=50K
30,9, Never-married, Transport-moving, Not-in-family, White,0,60, United-States, <=50K
67,11, Divorced, Other-service, Not-in-family, White,0,24, United-States, <=50K
46,13, Never-married, Craft-repair, Not-in-family, White,0,40, United-States, <=50K
17,5, Never-married, Other-service, Not-in-family, White,0,6, United-States, <=50K
22,10, Never-married, Handlers-cleaners, Own-child, White,0,30, United-States, <=50K
27,6, Never-married, Other-service, Not-in-family, White,0,40, United-States, <=50K
23,9, Never-married, Other-service, Unmarried, White,0,35, United-States, <=50K
33,12, Married-civ-spouse, Craft-repair, Husband, White,0,45, Portugal, <=50K
43,10, Married-civ-spouse, Craft-repair, Husband, White,0,20, United-States, <=50K
28,13, Never-married, Prof-specialty, Not-in-family, White,0,20, United-States, <=50K
41,9, Married-spouse-absent, Craft-repair, Unmarried, White,0,40, United-States, <=50K
52,8, Never-married, ?, Other-relative, Black,0,40, United-States, <=50K
25,10, Married-spouse-absent, Adm-clerical, Own-child, Black,0,20, United-States, <=50K
63,2, Married-civ-spouse, ?, Husband, White,0,35, United-States, <=50K
59,9, Married-civ-spouse, Transport-moving, Husband, White,0,45, United-States, <=50K
45,13, Divorced, Prof-specialty, Unmarried, White,0,40, United-States, <=50K
38,13, Married-civ-spouse, Sales, Husband, White,0,60, United-States, >50K
40,9, Never-married, Other-service, Not-in-family, White,0,35, United-States, <=50K
46,9, Divorced, Adm-clerical, Not-in-family, White,0,40, United-States, <=50K
35,12, Never-married, Exec-managerial, Not-in-family, White,0,60, United-States, <=50K
34,9, Divorced, Prof-specialty, Unmarried, White,0,25, United-States, <=50K
33,13, Never-married, Craft-repair, Own-child, White,0,20, United-States, <=50K
41,9, Divorced, Adm-clerical, Unmarried, White,0,36, United-States, <=50K
20,10, Never-married, Machine-op-inspct, Own-child, White,0,40, United-States, <=50K
23,3, Never-married, Other-service, Own-child, White,0,40, El-Salvador, <=50K
26,10, Never-married, Prof-specialty, Not-in-family, White,0,35, United-States, <=50K
72,9, Married-civ-spouse, ?, Husband, White,0,20, United-States, <=50K
23,9, Never-married, Farming-fishing, Not-in-family, White,0,40, Poland, <=50K
62,9, Married-civ-spouse, Transport-moving, Husband, White,0,40, United-States, <=50K
52,10, Married-civ-spouse, Adm-clerical, Husband, White,0,40, United-States, <=50K
58,10, Divorced, Other-service, Unmarried, White,0,42, France, <=50K
25,13, Never-married, Sales, Not-in-family, White,0,40, United-States, <=50K
24,13, Never-married, Exec-managerial, Not-in-family, Black,0,40, United-States, <=50K
19,10, Never-married, Protective-serv, Own-child, White,0,8, United-States, <=50K
43,10, Married-civ-spouse, Exec-managerial, Husband, White,0,40, United-States, <=50K
47,9, Separated, Adm-clerical, Unmarried, Black,0,40, United-States, <=50K
39,9, Divorced, Other-service, Unmarried, White,0,40, United-States, <=50K
49,11, Married-spouse-absent, Handlers-cleaners, Unmarried, White,1380,42, United-States, <=50K
53,3, Widowed, ?, Unmarried, Black,0,30, United-States, <=50K
32,11, Never-married, Craft-repair, Not-in-family, White,0,45, United-States, <=50K
34,10, Married-civ-spouse, Prof-specialty, Husband, White,0,50, United-States, >50K
28,9, Divorced, Craft-repair, Not-in-family, White,0,45, United-States, <=50K
57,11, Widowed, ?, Unmarried, White,0,38, United-States, <=50K
25,10, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo,0,20, United-States, <=50K
20,10, Never-married, ?, Own-child, White,0,24, United-States, <=50K
21,10, Never-married, ?, Unmarried, White,0,35, United-States, <=50K
34,13, Married-civ-spouse, Prof-specialty, Husband, White,0,50, United-States, >50K
38,13, Married-civ-spouse, Exec-managerial, Husband, White,0,80, United-States, >50K
50,9, Married-civ-spouse, Exec-managerial, Husband, White,0,50, United-States, >50K
24,10, Divorced, Handlers-cleaners, Not-in-family, Black,0,50, United-States, <=50K
37,10, Married-civ-spouse, Tech-support, Husband, White,0,45, United-States, >50K
44,10, Divorced, Machine-op-inspct, Unmarried, White,0,58, United-States, >50K
28,10, Married-civ-spouse, Sales, Wife, White,0,40, United-States, <=50K
42,13, Married-civ-spouse, Exec-managerial, Husband, White,0,40, United-States, >50K
74,10, Divorced, Adm-clerical, Not-in-family, White,0,9, United-States, <=50K
38,9, Married-civ-spouse, Craft-repair, Husband, White,0,50, United-States, <=50K
44,14, Married-civ-spouse, Prof-specialty, Husband, White,0,40, United-States, <=50K
44,7, Divorced, Machine-op-inspct, Unmarried, Other,0,46, Puerto-Rico, <=50K
26,9, Never-married, Machine-op-inspct, Not-in-family, White,0,40, United-States, <=50K
36,9, Married-civ-spouse, Other-service, Husband, Black,0,40, United-States, <=50K
41,12, Married-civ-spouse, Exec-managerial, Wife, White,0,50, United-States, >50K
67,15, Married-civ-spouse, Prof-specialty, Husband, White,0,48, United-States, >50K
39,8, Married-civ-spouse, Tech-support, Husband, White,0,50, United-States, <=50K
57,2, Widowed, Priv-house-serv, Not-in-family, Black,0,30, United-States, <=50K
29,11, Separated, Craft-repair, Not-in-family, White,0,40, United-States, <=50K
31,13, Never-married, Farming-fishing, Not-in-family, White,0,45, United-States, <=50K
34,9, Never-married, ?, Unmarried, Black,0,40, United-States, <=50K
44,10, Married-civ-spouse, Transport-moving, Husband, White,0,40, United-States, <=50K
29,16, Never-married, Prof-specialty, Own-child, White,0,40, United-States, <=50K
30,10, Never-married, Handlers-cleaners, Unmarried, White,0,40, United-States, <=50K
27,9, Never-married, Transport-moving, Not-in-family, White,0,40, United-States, <=50K
27,10, Married-civ-spouse, Sales, Husband, White,0,50, United-States, <=50K
32,9, Never-married, Handlers-cleaners, Not-in-family, White,0,45, United-States, <=50K
58,6, Married-civ-spouse, Other-service, Wife, White,0,8, United-States, <=50K
35,10, Married-civ-spouse, Protective-serv, Husband, White,0,40, United-States, <=50K
21,9, Never-married, Handlers-cleaners, Own-child, White,0,36, United-States, <=50K
28,10, Never-married, Craft-repair, Unmarried, White,0,40, United-States, <=50K
46,10, Divorced, Exec-managerial, Not-in-family, White,0,50, United-States, <=50K
36,9, Separated, Other-service, Unmarried, White,0,40, United-States, <=50K
72,7, Widowed, Adm-clerical, Unmarried, White,0,40, United-States, <=50K
35,9, Married-civ-spouse, Machine-op-inspct, Wife, Black,0,40, United-States, <=50K
33,11, Divorced, Craft-repair, Unmarried, Black,0,40, United-States, >50K
69,7, Never-married, Machine-op-inspct, Not-in-family, White,0,40, United-States, <=50K
